,round,steps,score
0,1664,123,50
0,1665,400,35
0,1666,400,31
0,1667,400,48
0,1668,400,34
0,1669,400,47
0,1670,400,35
0,1671,400,38
0,1672,400,22
0,1673,400,7
0,1674,400,46
0,1675,400,44
0,1676,127,50
0,1677,127,50
0,1678,400,34
0,1679,400,39
0,1680,400,24
0,1681,131,50
0,1682,400,6
0,1683,281,50
0,1684,400,20
0,1685,400,24
0,1686,400,34
0,1687,295,50
0,1688,131,50
0,1689,400,22
0,1690,400,18
0,1691,231,50
0,1692,264,50
0,1693,400,33
0,1694,400,18
0,1695,400,20
0,1696,400,33
0,1697,400,17
0,1698,126,50
0,1699,400,46
0,1700,400,13
0,1701,400,49
0,1702,380,50
0,1703,128,50
0,1704,217,50
0,1705,400,43
0,1706,400,27
0,1707,400,17
0,1708,400,18
0,1709,400,27
0,1710,400,46
0,1711,400,42
0,1712,400,7
0,1713,135,50
0,1714,375,50
0,1715,400,36
0,1716,400,29
0,1717,400,7
0,1718,400,31
0,1719,400,22
0,1720,400,40
0,1721,400,38
0,1722,152,50
0,1723,400,5
0,1724,112,50
0,1725,113,50
0,1726,400,46
0,1727,400,27
0,1728,400,16
0,1729,400,27
0,1730,400,38
0,1731,117,50
0,1732,400,12
0,1733,400,39
0,1734,400,46
0,1735,128,50
0,1736,400,22
0,1737,400,34
0,1738,400,20
0,1739,400,30
0,1740,400,49
0,1741,125,50
0,1742,400,47
0,1743,400,29
0,1744,400,44
0,1745,400,40
0,1746,400,41
0,1747,284,50
0,1748,400,41
0,1749,400,40
0,1750,400,48
0,1751,400,42
0,1752,400,4
0,1753,400,25
0,1754,400,43
0,1755,400,48
0,1756,400,42
0,1757,400,35
0,1758,400,41
0,1759,400,19
0,1760,400,44
0,1761,400,26
0,1762,400,10
0,1763,400,47
0,1764,395,50
0,1765,400,23
0,1766,143,50
0,1767,131,50
0,1768,120,50
0,1769,400,23
0,1770,400,49
0,1771,400,11
0,1772,400,2
0,1773,129,50
0,1774,127,50
0,1775,133,50
0,1776,400,3
0,1777,400,29
0,1778,400,46
0,1779,400,41
0,1780,400,47
0,1781,129,50
0,1782,121,50
0,1783,400,40
0,1784,400,7
0,1785,400,49
0,1786,121,50
0,1787,400,3
0,1788,143,50
0,1789,400,24
0,1790,113,50
0,1791,400,14
0,1792,400,26
0,1793,145,50
0,1794,400,45
0,1795,400,10
0,1796,400,16
0,1797,251,50
0,1798,400,47
0,1799,400,26
0,1800,400,38
0,1801,400,10
0,1802,400,37
0,1803,400,40
0,1804,400,35
0,1805,400,46
0,1806,400,30
0,1807,349,50
0,1808,400,5
0,1809,400,48
0,1810,400,28
0,1811,400,22
0,1812,400,31
0,1813,400,45
0,1814,400,35
0,1815,147,50
0,1816,400,18
0,1817,400,33
0,1818,400,31
0,1819,400,36
0,1820,400,49
0,1821,400,28
0,1822,400,25
0,1823,400,46
0,1824,400,35
0,1825,400,35
0,1826,122,50
0,1827,139,50
0,1828,125,50
0,1829,124,50
0,1830,400,46
0,1831,400,16
0,1832,114,50
0,1833,400,39
0,1834,400,32
0,1835,137,50
0,1836,131,50
0,1837,400,35
0,1838,147,50
0,1839,400,36
0,1840,336,50
0,1841,400,35
0,1842,125,50
0,1843,130,50
0,1844,400,7
0,1845,400,38
0,1846,400,44
0,1847,400,16
0,1848,400,22
0,1849,400,33
0,1850,130,50
0,1851,400,30
0,1852,129,50
0,1853,400,44
0,1854,122,50
0,1855,400,29
0,1856,400,28
0,1857,400,45
0,1858,400,44
0,1859,400,7
0,1860,400,39
0,1861,113,50
0,1862,400,16
0,1863,400,28
0,1864,400,47
0,1865,400,30
0,1866,145,50
0,1867,400,25
0,1868,128,50
0,1869,400,26
0,1870,400,9
0,1871,400,19
0,1872,400,48
0,1873,400,45
0,1874,400,19
0,1875,400,42
0,1876,123,50
0,1877,400,19
0,1878,400,32
0,1879,400,31
0,1880,400,44
0,1881,211,50
0,1882,400,21
0,1883,400,44
0,1884,400,42
0,1885,137,50
0,1886,136,50
0,1887,400,27
0,1888,400,5
0,1889,400,5
0,1890,400,27
0,1891,400,40
0,1892,400,34
0,1893,400,48
0,1894,293,50
0,1895,253,50
0,1896,400,23
0,1897,400,22
0,1898,281,50
0,1899,400,36
0,1900,400,35
0,1901,119,50
0,1902,135,50
0,1903,400,8
0,1904,400,22
0,1905,400,22
0,1906,382,50
0,1907,400,11
0,1908,117,50
0,1909,400,12
0,1910,400,44
0,1911,400,24
0,1912,230,50
0,1913,400,10
0,1914,400,14
0,1915,400,49
0,1916,400,3
0,1917,400,48
0,1918,400,37
0,1919,400,28
0,1920,400,36
0,1921,127,50
0,1922,116,50
0,1923,125,50
0,1924,400,25
0,1925,400,13
0,1926,310,50
0,1927,400,26
0,1928,400,47
0,1929,400,8
0,1930,400,17
0,1931,400,46
0,1932,400,7
0,1933,400,39
0,1934,305,50
0,1935,400,46
0,1936,400,49
0,1937,400,49
0,1938,400,33
0,1939,400,3
0,1940,240,50
0,1941,132,50
0,1942,400,37
0,1943,129,50
0,1944,400,27
0,1945,400,11
0,1946,400,12
0,1947,202,50
0,1948,400,31
0,1949,400,33
0,1950,400,27
0,1951,400,28
0,1952,400,31
0,1953,400,11
0,1954,400,47
0,1955,400,8
0,1956,400,46
0,1957,400,48
0,1958,306,50
0,1959,400,5
0,1960,400,15
0,1961,137,50
0,1962,400,25
0,1963,113,50
0,1964,400,45
0,1965,400,6
0,1966,400,41
0,1967,400,23
0,1968,400,2
0,1969,400,21
0,1970,400,28
0,1971,338,50
0,1972,400,44
0,1973,400,17
0,1974,159,50
0,1975,400,12
0,1976,400,33
0,1977,400,16
0,1978,400,34
0,1979,400,24
0,1980,400,19
0,1981,293,50
0,1982,132,50
0,1983,373,50
0,1984,400,5
0,1985,400,22
0,1986,393,50
0,1987,400,20
0,1988,400,49
0,1989,400,36
0,1990,400,44
0,1991,138,50
0,1992,135,50
0,1993,400,30
0,1994,133,50
0,1995,400,29
0,1996,369,50
0,1997,400,35
0,1998,400,37
0,1999,159,50
0,2000,400,49
