,round,steps,score
0,1186,137,37
0,1187,56,16
0,1188,110,35
0,1189,216,47
0,1190,122,43
0,1191,247,50
0,1192,30,6
0,1193,199,49
0,1194,81,28
0,1195,147,31
0,1196,191,50
0,1197,73,27
0,1198,138,45
0,1199,17,5
0,1200,59,16
0,1201,37,9
0,1202,170,50
0,1203,190,50
0,1204,40,8
0,1205,210,50
0,1206,42,15
0,1207,298,50
0,1208,110,33
0,1209,383,47
0,1210,185,47
0,1211,164,34
0,1212,89,30
0,1213,188,48
0,1214,166,50
0,1215,30,9
0,1216,240,50
0,1217,152,38
0,1218,88,22
0,1219,216,50
0,1220,234,50
0,1221,24,10
0,1222,30,7
0,1223,112,29
0,1224,261,47
0,1225,181,50
0,1226,212,46
0,1227,163,47
0,1228,31,12
0,1229,400,49
0,1230,154,43
0,1231,57,22
0,1232,213,50
0,1233,153,50
0,1234,4,0
0,1235,198,50
0,1236,140,22
0,1237,43,12
0,1238,179,50
0,1239,193,40
0,1240,178,50
0,1241,55,18
0,1242,97,30
0,1243,180,50
0,1244,65,16
0,1245,212,44
0,1246,219,49
0,1247,183,41
0,1248,78,24
0,1249,152,40
0,1250,132,38
0,1251,67,19
0,1252,112,33
0,1253,44,13
0,1254,271,45
0,1255,38,13
0,1256,172,50
0,1257,49,12
0,1258,193,50
0,1259,195,50
0,1260,164,43
0,1261,147,44
0,1262,40,12
0,1263,134,39
0,1264,53,13
0,1265,135,26
0,1266,217,49
0,1267,176,50
0,1268,186,50
0,1269,183,50
0,1270,172,46
0,1271,119,40
0,1272,136,40
0,1273,92,33
0,1274,173,50
0,1275,193,45
0,1276,155,50
0,1277,277,50
0,1278,6,3
0,1279,18,2
0,1280,201,50
0,1281,198,50
0,1282,92,28
0,1283,36,8
0,1284,215,50
0,1285,35,12
0,1286,139,34
0,1287,86,17
0,1288,250,45
0,1289,132,38
0,1290,150,36
0,1291,225,50
0,1292,201,50
0,1293,280,50
0,1294,102,24
0,1295,11,1
0,1296,8,3
0,1297,8,1
0,1298,235,48
0,1299,185,50
0,1300,54,19
0,1301,7,2
0,1302,12,3
0,1303,66,21
0,1304,109,29
0,1305,134,24
0,1306,194,50
0,1307,165,42
0,1308,87,20
0,1309,27,11
0,1310,144,38
0,1311,66,12
0,1312,40,16
0,1313,304,50
0,1314,184,50
0,1315,193,50
0,1316,264,50
0,1317,257,50
0,1318,6,2
0,1319,90,19
0,1320,8,3
0,1321,85,16
0,1322,60,17
0,1323,140,36
0,1324,194,50
0,1325,194,46
0,1326,201,50
0,1327,88,26
0,1328,30,10
0,1329,100,30
0,1330,39,14
0,1331,118,36
0,1332,137,44
0,1333,5,1
0,1334,311,50
0,1335,162,50
0,1336,400,48
0,1337,40,12
0,1338,117,40
0,1339,115,36
0,1340,149,32
0,1341,267,50
0,1342,145,36
0,1343,203,50
0,1344,253,50
0,1345,114,35
0,1346,116,36
0,1347,135,50
0,1348,151,50
0,1349,163,40
0,1350,255,50
0,1351,54,15
0,1352,177,45
0,1353,218,50
0,1354,157,41
0,1355,291,50
0,1356,163,50
0,1357,30,12
0,1358,216,50
0,1359,41,11
0,1360,241,50
0,1361,69,20
0,1362,400,49
0,1363,145,50
0,1364,111,25
0,1365,147,41
0,1366,227,47
0,1367,208,50
0,1368,182,50
0,1369,18,6
0,1370,116,36
0,1371,136,35
0,1372,125,36
0,1373,157,50
0,1374,9,2
0,1375,57,17
0,1376,227,40
0,1377,166,45
0,1378,165,47
0,1379,68,22
0,1380,219,50
0,1381,154,43
0,1382,187,48
0,1383,37,15
