,round,steps,score
0,538,400,11
0,539,400,0
0,540,400,17
0,541,400,14
0,542,400,13
0,543,400,14
0,544,400,3
0,545,400,6
0,546,400,11
0,547,400,1
0,548,400,16
0,549,400,5
0,550,400,17
0,551,400,0
0,552,400,15
0,553,400,1
0,554,400,2
0,555,400,3
0,556,400,6
0,557,400,13
0,558,400,18
0,559,400,7
0,560,400,19
0,561,400,11
0,562,400,6
0,563,400,1
0,564,400,1
0,565,400,4
0,566,400,2
0,567,400,10
0,568,400,13
0,569,400,1
0,570,400,16
0,571,400,2
0,572,400,0
0,573,400,0
0,574,400,3
0,575,400,10
0,576,400,18
0,577,224,18
0,578,400,15
0,579,400,20
0,580,400,1
0,581,400,12
0,582,400,2
0,583,400,6
0,584,400,15
0,585,400,1
0,586,400,5
0,587,400,1
0,588,400,3
0,589,400,11
0,590,400,2
0,591,400,5
0,592,400,0
0,593,400,13
0,594,400,0
0,595,400,11
0,596,400,3
0,597,400,4
0,598,400,12
0,599,400,2
0,600,400,16
0,601,400,0
0,602,400,2
0,603,400,11
0,604,400,14
0,605,400,23
0,606,400,1
0,607,400,0
0,608,400,2
0,609,400,17
0,610,400,3
0,611,400,0
0,612,400,15
0,613,400,13
0,614,400,1
0,615,400,13
0,616,400,15
0,617,400,5
0,618,400,10
0,619,400,0
0,620,400,10
0,621,400,3
0,622,400,1
0,623,400,5
0,624,400,1
0,625,400,15
0,626,400,11
0,627,400,7
0,628,400,7
0,629,400,23
0,630,400,11
0,631,400,10
0,632,400,22
0,633,400,2
0,634,400,7
0,635,400,14
0,636,400,10
0,637,400,5
0,638,400,16
0,639,400,8
0,640,400,4
0,641,400,18
0,642,400,8
0,643,400,0
0,644,400,8
0,645,400,17
0,646,400,9
0,647,400,17
0,648,400,4
0,649,400,16
0,650,400,15
0,651,400,14
0,652,400,1
0,653,400,8
0,654,400,13
0,655,400,18
0,656,400,14
0,657,400,6
0,658,400,15
0,659,400,18
0,660,400,0
0,661,400,14
0,662,400,12
0,663,400,20
0,664,400,14
0,665,400,12
0,666,400,11
0,667,400,12
0,668,400,4
0,669,400,15
0,670,400,17
0,671,400,1
0,672,400,4
0,673,400,4
0,674,400,13
0,675,400,0
0,676,400,0
0,677,400,11
0,678,400,0
0,679,400,11
0,680,400,0
0,681,400,13
0,682,400,1
0,683,400,5
0,684,400,2
0,685,400,2
0,686,400,3
0,687,400,20
0,688,400,18
0,689,400,13
0,690,400,14
0,691,400,13
0,692,400,0
0,693,400,15
0,694,400,11
0,695,400,23
0,696,400,5
0,697,400,15
0,698,400,13
0,699,400,19
0,700,400,3
0,701,400,1
0,702,400,15
0,703,400,16
0,704,400,2
0,705,400,14
0,706,400,2
0,707,400,5
0,708,186,5
0,709,400,11
0,710,400,18
0,711,400,3
0,712,400,14
0,713,400,2
0,714,400,15
0,715,400,1
0,716,400,1
0,717,400,2
0,718,400,16
0,719,400,2
0,720,400,8
0,721,400,2
0,722,21,8
0,723,400,0
0,724,400,9
0,725,400,10
0,726,400,11
0,727,400,14
0,728,400,3
0,729,400,3
0,730,400,27
0,731,400,14
0,732,400,15
0,733,400,16
0,734,400,2
0,735,400,3
0,736,400,3
0,737,400,12
0,738,400,13
0,739,400,5
0,740,400,0
0,741,400,0
0,742,400,10
0,743,400,0
0,744,400,16
0,745,400,13
0,746,400,3
0,747,400,16
0,748,400,13
0,749,400,17
0,750,400,8
0,751,400,13
0,752,400,10
0,753,400,15
0,754,400,16
0,755,400,0
0,756,400,1
0,757,400,4
0,758,400,10
0,759,400,5
0,760,400,3
0,761,400,14
0,762,400,0
0,763,400,12
0,764,400,7
0,765,4,0
